DATE-OBS= '2019-11-15'  UT = '07:49:19.17'  
DATE-OBS= '2019-11-15'  UT = '08:31:00.68' 
DATE-OBS= '2019-11-15'  UT = '09:12:42.30'  
DATE-OBS= '2020-01-18'  UT = '03:27:17.60'  
DATE-OBS= '2020-01-18'  UT = '03:59:21.82'
