SourceId,ra,dec,G
   3496371217402387072, 189.89509, -26.79068,  19.515
   3496372935386720256, 189.82975, -26.78307,  18.172
   3496374477281533568, 189.83875, -26.75507,  17.807
   3496371629717369472, 189.89441, -26.74437,  19.325
   3496375508073166848, 189.79922, -26.72449,  19.945
   3496375370634293120, 189.88809, -26.68302,  18.676
   3496374447215398528, 189.85177, -26.75510,  18.023
   3496371457920555264, 189.85496, -26.78130,  15.585
   3496372935386720384, 189.83328, -26.78367,  19.574
   3496375817309617408, 189.79222, -26.68994,  18.246
   3496369804356422912, 189.81486, -26.81678,  19.701
   3496374412855517952, 189.83731, -26.76708,  19.040
   3496375782950052096, 189.77847, -26.71300,  17.028
   3496374447215398400, 189.85185, -26.75482,  18.817
   3496375031331694208, 189.87817, -26.72289,  19.213
   3496369804356423040, 189.80910, -26.81727,  18.696
   3496376263988784768, 189.85585, -26.65985,  19.927
   3496372007674641024, 189.89479, -26.73523,  18.411
   3496371595357115392, 189.87083, -26.75986,  18.987
   3496372999812197120, 189.82614, -26.77190,  17.551
   3496372862373210880, 189.80631, -26.78510,  19.569
   3496371389198522624, 189.86564, -26.77928,  19.647
   3496371629717369600, 189.89479, -26.74460,  19.248
   3496374653374572800, 189.86589, -26.71955,  19.423
   3496372896732948992, 189.81732, -26.78591,  18.451
   3496374584654870912, 189.87918, -26.73948,  17.299
   3496355270186937088, 189.98133, -26.95287,  19.244
   3496374515935890944, 189.84336, -26.74191,  18.395
   3496374859533002752, 189.86028, -26.71807,  19.471
   3496369804356786432, 189.80816, -26.81938,  18.987
   3496372896732949120, 189.81467, -26.78652,  19.083
   3496368807923957632, 189.89771, -26.84853,  15.562
