# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Mon Apr 13 18:55:53 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gaia_G    Gaia_BP  Gaia_RP
0.00089016 -1.24100 10.04532 0.8007556796 2.4189884663    0.800  0.326  3.8050  4.188    1  0.000  0.530     0.00     0.00 -1 -2.39e-13      0.00 8.546e-01 1.448e-01 1.036e-04 2.851e-05 2.606e-04 -1.000 6.497e-04 3.956 3.906 4.121 3.530
0.00089016 -1.24100 10.04532 0.8009698987 2.4190633297    0.800  0.327  3.8051  4.186    1  0.000  0.530     0.00     0.00 -1  -2.4e-13      0.00 8.545e-01 1.448e-01 1.036e-04 2.852e-05 2.607e-04 -1.000 6.496e-04 3.952 3.901 4.117 3.525
0.00089016 -1.24100 10.04532 0.8030721545 2.4197943211    0.802  0.346  3.8049  4.168    1  0.000  0.530     0.00     0.00 -1 -2.55e-13      0.00 8.540e-01 1.453e-01 1.040e-04 2.863e-05 2.617e-04 -1.000 6.496e-04 3.906 3.855 4.070 3.479
0.00089016 -1.24100 10.04532 0.8090891242 2.4218621254    0.808  0.401  3.8038  4.111    1  0.000  0.530     0.00     0.00 -1 -3.07e-13      0.00 8.526e-01 1.468e-01 1.051e-04 2.893e-05 2.645e-04 -1.000 6.496e-04 3.767 3.715 3.932 3.337
0.00089016 -1.24100 10.04532 0.8141530752 2.4235754013    0.813  0.454  3.8011  4.051    1  0.000  0.530     0.00     0.00 -1 -3.71e-13      0.00 8.514e-01 1.480e-01 1.060e-04 2.919e-05 2.668e-04 -1.000 6.497e-04 3.636 3.583 3.804 3.200
0.00089016 -1.24100 10.04532 0.8150137663 2.4238641262    0.814  0.463  3.8004  4.039    1  0.000  0.530     0.00     0.00 -1 -3.85e-13      0.00 8.512e-01 1.482e-01 1.062e-04 2.923e-05 2.672e-04 -1.000 6.496e-04 3.612 3.559 3.781 3.174
0.00089016 -1.24100 10.04532 0.8166271448 2.4244036674    0.815  0.483  3.7983  4.011    2  0.000  0.530     0.00     0.00 -1 -4.16e-13      0.00 8.508e-01 1.486e-01 1.065e-04 2.931e-05 2.680e-04 -1.000 6.497e-04 3.562 3.508 3.734 3.120
0.00089016 -1.24100 10.04532 0.8197802901 2.4254505634    0.818  0.526  3.7924  3.947    2  0.000  0.530     0.00     0.00 -1 -4.91e-13      0.00 8.500e-01 1.493e-01 1.070e-04 2.947e-05 2.694e-04 -1.000 6.497e-04 3.456 3.400 3.636 3.000
0.00089016 -1.24100 10.04532 0.8220391870 2.4261951447    0.820  0.560  3.7852  3.885    2  0.000  0.530     0.00     0.00 -1 -5.71e-13      0.00 8.466e-01 1.528e-01 1.095e-04 3.013e-05 2.754e-04 -1.000 6.060e-04 3.370 3.313 3.561 2.897
0.00089016 -1.24100 10.04532 0.8237199783 2.4267461300    0.822  0.588  3.7772  3.826    2  0.000  0.531     0.00     0.00 -1  -6.5e-13      0.00 8.288e-01 1.706e-01 1.204e-04 3.309e-05 3.021e-04 -1.000 6.466e-04 3.300 3.243 3.505 2.811
0.00089016 -1.24100 10.04532 0.8252810240 2.4272553921    0.824  0.614  3.7673  3.761    2  0.000  0.533     0.00     0.00 -1 -7.45e-13      0.00 8.023e-01 1.969e-01 1.349e-04 3.699e-05 3.371e-04 -1.000 7.569e-04 3.234 3.178 3.458 2.725
0.00089016 -1.24100 10.04532 0.8263906240 2.4276161194    0.825  0.637  3.7587  3.704    2  0.000  0.535     0.00     0.00 -1 -8.38e-13      0.00 7.853e-01 2.139e-01 1.435e-04 3.928e-05 3.575e-04 -1.000 8.117e-04 3.177 3.123 3.420 2.652
0.00089016 -1.24100 10.04532 0.8274028897 2.4279441833    0.826  0.667  3.7505  3.641    2  0.000  0.536     0.00     0.00 -1 -9.64e-13      0.00 7.750e-01 2.241e-01 1.486e-04 4.066e-05 3.698e-04 -1.000 8.350e-04 3.101 3.051 3.364 2.563
0.00089016 -1.24100 10.04532 0.8281893730 2.4281983376    0.826  0.702  3.7448  3.584    2  0.000  0.536     0.00     0.00 -1 -1.11e-12      0.00 7.697e-01 2.294e-01 1.513e-04 4.137e-05 3.761e-04 -1.000 8.602e-04 3.015 2.968 3.293 2.470
0.00089016 -1.24100 10.04532 0.8289437890 2.4284417629    0.827  0.744  3.7401  3.524    2  0.000  0.537     0.00     0.00 -1 -1.31e-12      0.00 7.659e-01 2.332e-01 1.532e-04 4.187e-05 3.806e-04 -1.000 8.993e-04 2.910 2.867 3.200 2.359
