source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
3259158764894232192,17516078952628705,G,1713.6146085035525,13.845810833666679,54578.54536124269,168.82555875980105,323.28366,false,false,4198913,369295549951641967
3259158764894232192,17516078952628705,G,1744.9990498448078,13.669682932879542,64190.84857356425,65.73097975177284,976.56915,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,1745.0730611095478,13.891500062822963,52329.46141491387,44.31563834695779,1180.8351,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,1745.2492303627594,14.231568347277666,38257.708266883215,43.24446917237827,884.68445,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,1830.7835008966733,14.279125138048613,36618.13612753307,37.54549140024216,975.3005,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,1831.0336540247722,13.721986778450654,61171.84489363685,81.32935629949476,752.1496,false,false,266241,369295549951641967
3259158764894232192,17516078952628705,G,1831.2838067840396,14.242467846333303,37875.5677443875,71.56031086724867,529.28174,false,false,4097,369295549951641967
3259158764894232192,17516078952628705,G,1831.533966406119,13.8321847830625,55267.825388308716,99.74819944936935,554.0734,false,false,135169,369295549951641967
3259158764894232192,17516078952628705,G,1831.7841121015126,14.172684421793083,40389.876137245,51.36352492380324,786.3533,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,1832.0342651125136,14.36593505791449,33804.32487969059,29.937122741567144,1129.1775,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,1873.7595965919734,14.27750678474686,36672.758299338755,58.757977286932416,624.1324,false,false,6291969,369295549951641967
3259158764894232192,17516078952628705,G,1909.8017193473675,14.18479760377653,39941.76466840541,45.24225658056683,882.842,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,1909.9778630704748,13.974283451000147,48487.84800811094,26.658482901486078,1818.8525,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,1921.981701432187,13.689160824359789,63049.54550666769,105.34806094597606,598.488,false,false,4097,369295549951641967
3259158764894232192,17516078952628705,G,1922.055702759406,13.829446472076622,55407.39105770656,139.5313564963942,397.09634,false,false,4097,369295549951641967
3259158764894232192,17516078952628705,G,1922.231848672154,14.194420314764681,39589.331113914115,42.79136096067725,925.17114,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,2019.5735321897794,13.776708852205605,58165.136171509876,38.560842049491484,1508.399,false,false,1,369295549951641967
3259158764894232192,17516078952628705,G,2019.647516677323,13.744231153837784,59931.317969105505,32.637965679488154,1836.2455,false,false,4194817,369295549951641967
