source_id,ra,dec,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,g,bp_rp,astrometric_excess_noise,astrometric_chi2_al,astrometric_n_good_obs_al,phot_bp_rp_excess_factor
2985543956292701312,82.10425875879464,-13.340006847972322,23.95902387513766,0.07821408571891701,-24.208191219155363,0.08161955639624736,0.2400838283575565,0.0541714202571909,16.185165,0.982419,0.0,367.3056,389,1.2343185
3187390548572555136,74.62732621547713,-6.423375638451929,22.1246218227899,0.03596535188405688,-23.089214994995686,0.030348856295619026,0.23037048927763756,0.02199854433259014,13.2597475,1.0911598,0.0,146.59073,284,1.2337592
3188058536245928576,72.84825034828899,-6.758777397109992,22.792936246770502,0.10515322258322857,-23.69095341969098,0.09117811771587056,0.3088597883425797,0.061795687978571524,16.564497,0.7263031,0.0,301.09686,309,1.2124684
3200439105894310272,72.08467752454551,-5.176482631631433,20.906066410171718,0.40746830857579597,-21.380601317406438,0.33548428467382946,0.288197632719273,0.24322374210878517,18.874168,0.9333496,0.0,294.72546,288,1.2555722
3229373063616887936,69.79318815228679,-1.536264751154269,19.450976474203724,0.09168773617092182,-19.569933382494426,0.06078541178727804,0.641997872725611,0.05182504364953091,15.856058,0.8904638,0.0,318.68253,359,1.2153038
3254112556278356608,65.58172327172628,-0.863916293485,15.644410374556294,0.05515452948014562,-16.46896989421508,0.034825440540724915,0.4534450436967006,0.03860394469682676,14.242845,1.0786438,0.0,221.60762,301,1.2362137
